Iter, Loss, PPL, Acc, VLoss, VPPL, VAcc
-1, 1.5296162366867065, 2.2067697048187256, 0.5461093783378601, 1.5505540370941162, 2.2369766235351562, 0.5421587228775024
0, 1.5358896255493164, 2.2158203125, 0.5492910742759705, 1.5539361238479614, 2.2418558597564697, 0.5458579063415527
0, 1.5600357055664062, 2.2506556510925293, 0.54075026512146, 1.578100323677063, 2.2767174243927, 0.5380867719650269
0, 1.5622071027755737, 2.253788471221924, 0.5404548645019531, 1.578320026397705, 2.2770345211029053, 0.5387002825737
0, 1.6773611307144165, 2.4199204444885254, 0.5188961029052734, 1.697316288948059, 2.448709726333618, 0.5160030126571655
0, 1.4954756498336792, 2.157515287399292, 0.5576335787773132, 1.5172851085662842, 2.1889796257019043, 0.5528964400291443
0, 1.5021753311157227, 2.1671807765960693, 0.5563549399375916, 1.5212782621383667, 2.1947405338287354, 0.5530440211296082
0, 1.499783992767334, 2.1637308597564697, 0.5579162836074829, 1.5181376934051514, 2.1902096271514893, 0.5552883744239807
0, 1.5323842763900757, 2.2107632160186768, 0.5487720370292664, 1.550281286239624, 2.2365829944610596, 0.5465102195739746
0, 1.5189094543457031, 2.1913230419158936, 0.5509747862815857, 1.5417710542678833, 2.2243053913116455, 0.5448068976402283
0, 1.4784551858901978, 2.1329598426818848, 0.5598573684692383, 1.4992499351501465, 2.1629605293273926, 0.5553116202354431
0, 1.5760531425476074, 2.273764133453369, 0.5368723273277283, 1.5946177244186401, 2.3005471229553223, 0.5341986417770386
0, 1.5206547975540161, 2.1938412189483643, 0.5522828698158264, 1.5431488752365112, 2.2262930870056152, 0.548480212688446
0, 1.6464513540267944, 2.3753271102905273, 0.5291880965232849, 1.6723475456237793, 2.4126875400543213, 0.524804413318634
0, 1.4845013618469238, 2.1416826248168945, 0.5631065964698792, 1.5106101036071777, 2.179349660873413, 0.5563911199569702
0, 1.491434097290039, 2.151684522628784, 0.5570765733718872, 1.5176013708114624, 2.1894359588623047, 0.5516202449798584
0, 1.507921576499939, 2.175471067428589, 0.5562283992767334, 1.5284309387207031, 2.205059766769409, 0.552259624004364
0, 1.494754433631897, 2.1564748287200928, 0.5587011575698853, 1.518027663230896, 2.1900508403778076, 0.5539733171463013
0, 1.453105092048645, 2.0963873863220215, 0.5705206990242004, 1.4749232530593872, 2.127864360809326, 0.5673669576644897
0, 1.5328601598739624, 2.21144962310791, 0.549738347530365, 1.558876872062683, 2.248983860015869, 0.5448638796806335
0, 1.4551953077316284, 2.099403142929077, 0.572858452796936, 1.4809671640396118, 2.1365840435028076, 0.5694896578788757
0, 1.4565963745117188, 2.1014244556427, 0.5665372610092163, 1.4820904731750488, 2.138204574584961, 0.562080979347229
0, 2.0467660427093506, 0.44799983501434326, 2.9528591632843018, 2.0594215393066406, 0.445633202791214, 2.9711172580718994
1, 1.6273488998413086, 2.3477680683135986, 0.5332348942756653, 1.6518105268478394, 2.383058786392212, 0.5275587439537048
1, 1.5077828168869019, 2.1752707958221436, 0.5586504936218262, 1.531193733215332, 2.209045648574829, 0.5542736053466797
1, 1.4972844123840332, 2.1601247787475586, 0.5591526627540588, 1.5209505558013916, 2.194267749786377, 0.5555782914161682
1, 1.5402952432632446, 2.2221763134002686, 0.5540425181388855, 1.5689239501953125, 2.2634787559509277, 0.5492749214172363
1, 1.473384976387024, 2.125645160675049, 0.5655624866485596, 1.501370906829834, 2.166020393371582, 0.5604293942451477
1, 1.5338183641433716, 2.21283221244812, 0.5393661856651306, 1.5591938495635986, 2.249441146850586, 0.5334168672561646
1, 1.4928529262542725, 2.15373158454895, 0.5562410354614258, 1.5159422159194946, 2.187042236328125, 0.5531682372093201
1, 1.4325112104415894, 2.0666768550872803, 0.5739724636077881, 1.4593939781188965, 2.1054604053497314, 0.5686975717544556
1, 1.4463459253311157, 2.0866360664367676, 0.5717064738273621, 1.4707858562469482, 2.1218955516815186, 0.5683765411376953
1, 1.521525502204895, 2.1950972080230713, 0.5534771084785461, 1.5511106252670288, 2.2377796173095703, 0.547667384147644
1, 1.5642653703689575, 2.256757974624634, 0.5554730296134949, 1.5918164253234863, 2.2965056896209717, 0.5506986975669861
1, 1.4546401500701904, 2.098602056503296, 0.5695797204971313, 1.4834331274032593, 2.140141487121582, 0.5639370083808899
